,DISCREPANCY
3190,rh mlg tire pressures low.          
81,scir change:  2rq7p1g.  minor surface corrosion on nose landing gear hardware dd:12 mar 2019          
2798,corrosion on blue main rotor blade tip cap mating surface out of limits.          
4520,forward and aft scissor bearings radial play out of limits. (card abcd 23.5)          
11669,yellow spindle droop stop ring is seized.  a1-h60ca-mrc-400 card d-121.2.          
1201,mrh hyd in the red          
26667,blue tail rotor blade tip cap rib cracked and delaminated.
18415,mrh aft swashplate scissor assembley radial play is ool.          
4445,mrh ool
21550,black trb abrasion strip is delaminating.          
27264,fwd scissors have play
24842,black main rotor blade bim indicator inop.          
1305,red blade fold 'b' switch needs to be adjusted.** correction black 'b' switch          
19821,hole in yellow blade tail rotor boot.          
5247,yellow spindle blade fold hardware worn card d-121.
69,cannibalized item: pneumatic reservoir module (ddsn: 8058gj00) for modex 11 original mcn: 13q58l4          
7394,spindle ebearing shims worn.          
11200,red tail rotor boot worn.          
12577,mrh accumulator low a: 2328.0          
2288,"red hub arm upper and lower centering sockets loose, reshiming required          "
1862,found lh nose landing gear tire worn out of limits (5/32 cut) iaw 04-10-506
1372,main rotor head accumulator in low green          
4271,rh nose tire has a hole          
8719,pitch lock housing on pitch horn is corroded. refrence:mrc-400 card# abcd-23          
16487,blue tail rotor  blade boot zip tie is loose and bridge piece can very easy fall off.
26563,scir change:  1xlmrw4.  tail rotor indexer inop with battery power          
23092,forward swashplate rotating scissor upper bushings worn out of limits.
2414,main rotor head low.
218,remove de-ice harness to facilitate the removal and replacement of red blade fold motor re-install when notified by maintenance control
2698,main rotor head hydraulic sight gage is in the red.          
24040,black blade bim is malfunctioning          
337,lh ib mlg tire worn beyond limits.          
23681,adjust main rotor blade fold switches and perform op check of automatic blade fold system.          
24948,yellow blade to spindle bolt has an improper washer.          
25379,tr viberation ool.          
2268,lh ib mlg tire is worn beyond limits          
11496,found broken wire on tr mag pick up. need to perform wire repair.
1948,right hand outboard main landing gear brake is cracked          
17933,black tail rotor blade dust boot outboard ziptie loose and not fully seated on boot groove.          
967,abcd-30 perform post phase 'b' ground vibration analysis          
1783,mrh blue lower centering socket has play          
1869,lh nlg tire worn beyond limits.          
12173,main rotor head out of service nitrogen red psi 1500.          
3369,main rotor accumulator low.          
5656,yellow blade blade fold actuator motor seized          
23701,mrh low          
25970,main rotor head vibrations out of limits          
20227,fwd scissor side to side play out of limits and needs to be shimmed.
3432,mrh acc low top of red line.
22606,yellow tail rotor paddle's rubber boot seal has a cut on it          
756,right hand outboard main landing gear tire worn
21798,blue fold hinge gear assemble pin broken          
4361,mrh fluid low.          
19490,pitch free switches on black and blue main rotor blades are out of adjustment.          
300,yellow blade bim indicator is black. **backfit**          
8902,red bifiler bushing worn bushing.          
3615,all lower centering sockets worn out of limits. d-119.1
26608,aft swashplate lower scissor bearing axial play ool          
26412,blue damper line chaffing on damper mounting bolt on the spindle card 64
24818,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-03911;  pos cd: yellow rebased. time due: 28may19.          
277,left hand main landing gear tires pressure require servicing.          
26965,remove red damper tfom. re-install w/d/b/m/c.
1230,lh nose tire needs replacment due to rh tire change and not being within 1/4 of an inch diameter
23099,black tail rotor boot has hole in it.          
8435,bifilar washers worn beyond limits. (abcd card: 23.2)
25572,remove and reinstall blue spindle.          
42,red outboard damper bearing worn ool.
15183,aft scissor bushing worn out of limits.  card abcd-23.5          
4054,cannibalized item: black pitch lock actuator (ddsn: 8116gs61) for modex 713 original mcn: 2e4g4nl          
14812,mrh out of limits          
5767,all yellow tip cap screws worn          
24150,fwd scissors ool.          
2340,lh/rh ib/ob mlg and lh/rh nlg tire pressures low          
15237,worn screws on red tip cap          
781,lh main landing gear inboard and outboard tire pressures low.          
22154,main rotor head low.
25476,blue inboard bearing ool          
3543,install rh main landing gear outboard tire/wheel assembly
10496,admin remove black blade tip cap          
22115,black main rotor damper improperly assembled          
1455,lh ib tire worn beyond limits.          
1885,wow wheels disagree with landing gears up.
3246,mrh fluid low          
12298,"remove pitch horn (blue) as part of a matched set, due to rmv of spindle assembly.          "
19927,blue droop stop cam worn. d-121
15465,scir change:  00ceqjb.  blue mrh blade fold harness chaffing wire.          
2034,nlg drag strut fuse bolt has wear bands. zero limitations
4269,scir change:  40b8wqb.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-01855;  pos cd: red          
25677,blade tail rotor blade paddle tipcap rivet broken
26490,inboard damper bearing on yellow blade worn. refer to 0rewj96 for 9-13 torque check          
507,rh nose tire worn          
2763,blue blade de-ice harness bracket crack that is attached to the bolt at the 12 o'clock  position.
12927,all pcls inboard and outboard safety wired incorrectly          
15202,mrh hyd overserviced          
21700,black inboard damper bearing fails 30 hour inspection.          
1561,both nose landing gear tire pressures low at 210 psi.          
12447,tail rotor vibes ool          
3266,rh nose wheel assembly tread worn beyond limits          
24789,main rotor head in-flight vibrations out of limits.          
11699,red tail rotor boot torn.
882,mrh accumulator low
14116,"inboard bearing on red damper failed 30 hour wear inspection. allowed insertion of 0.010"" gage more than 0.25"". requires replacement."
3868,lh nose landing gear tire worn beyond limits          
17984,"mrh hydro gauge showing overserviced, gauge pegged to the right.          "
640,lh nlg tire has sever wear
1104,bifilar tapered washers worn ool. card abcd-23.2          
11380,mrh accumulator hydurlic side low          
1800,main rotor head inflight vibrations ool.          
10486,in flight vibes out of limits          
7729,mrh accumulator reads red.
21936,"fwd scissor ool, lug bushing showing metal to metal contact,. mrc-400/ card 23.5          "
10339,remove all four lower pcr bolts reinstall w/n/b/m/c          
12990,red paddle tail rotor boot has a hole.          
6039,mrh in flight vibes ool          
21711,remove lower mrh pcr bolts. reinstall w/n/b/m/c.  due to bridge inspection.          
18608,install beanie          
25527,lower centering socket on red blade needs to be shimmed.          
12965,mrh accum low
26369,tear in black paddle boot.          
982,hole found in the blue tail rotor boot          
4636,worn tip cap screw in #1 spot on top side of blue blade. screw passed torque check but not visual inspection.
3412,shim red pitch lock liners durring blade fold op switch adjustments.
4620,fwd scissor lower link lower washer installed incorrectly on wrong side of spherical bearing.          
1255,main rotor autorotations out of limits. target 115  actual 105.          
10892,main rotor head shaft extintion insert check failed on one insert.
15795,ss4031 grease plug stripped and cant be removed on red reduction housing          
