,CORRECTIVE ACTION
2401,"replaced lh #1,lh #2 and rh #2 wow switches iaw ietm sss 3210. system op check good on ground power. pema 13 was used. ataf, apaf, aff.  "
3791,"serviced mrh accum iaw gai-000. using hfsu s/n: 244. hyd: yellow, nit: 1400 psi, temp: 14 degrees celcius. flight hours at time o f servicing is 3700.1. area secure and fod free at time of inspection."
208,"serviced both main landing gear struts iaw sss 3210. ataf, apaf, aff. used pema 67339  "
1356,removed 97 grams from quadrant 4 and 52 grams from quadrant 1 iaw a1-h60rs-vib-200. final weight solution is 53 grams in q4 and 15 grams in q1. area fod free and secure. pema: 5fkya30703  
2627,re-shimmed blue lower centering socket iaw: 150-300. area secure and fod free.  
8551,removed and correctly reinstalled red hinge weight hardware iaw 150-300. area fod free and secure.
3167,removed and replaced main rotor head inboard and outboard black damper bearings iaw a1-h60ra-150-300. area clean secure and fod free. pema sn: 6fksa76260.  
2915,serviced rh ib and ob mlg tires to proper pressure iaw 1210. used pema 67339. ataf apaf aff.  
7930,"tightened zip ties on the spindle sleeve. in accordance with 150-300. area secure and fod free at time of completion., ataf."
14667,inspected and repaired yellow tail rotor boot iaw srm-000. repair is cured. area secure and fod free. pema: 6cksa67512  
17808,removed and reinstalled drip pan and seatbar iaw 110-300 ; pema 6fksa75955. area corrosion and fod free.  
15743,inspected black mrh damper iaw 150-300. no leaks detected at time of inspection. checks good. area secure and fod free.  
18702,removed and replaced tail rotor boot iaw 150-300.  all torques good.  refer to mcn: 16plt3s for 9-13 torque check on inboard blue pcl.  area secure and fod free. ataf.  
7229,inspected mrh accum iaw gai-000. nitrogen is at 1650 psi at 24¿c. mrh accum is within limits. area corrosion and fod free. ietm sn 6fksa75963.  
7159,"serviced mrh accumulator iaw gai-000. hyds: yellow, n2 pressure: 1550 psi, and oat 12 degrees celcius. current a/c hours: 3,460.100. all checks good at current temperature. area secure and fod free at the time of completion.  "
2232,retracted blue pitchlock iaw 150-300. pitch locks check good. area fod free and secure. refer to mcn: 1wdaz0n for pl/pf switch adjustment.  
25424,"removed and replaced blue mrb iaw 150-300 old blade track minutes -16, new blade track minutes -16, no adjusment necessary.  all torques checks good. ietm 8hkka5211.  "
14179,"performed tail rotor 3 degree bias iaw a1-h60ra-140-300. limits are 3.0 degrees +/- .1 degree on the displacement angle. yellow paddle was at 3.2 degrees, adjusted to 3.0 degrees. blue paddle was at 3.3 degrees, adjusted to 3.0  degrees. red paddle was at"
8566,"serviced mrh accumulator with mil-prf-83282 iaw a1-h60ra-gai-000. serviced to high low green; 1650psi. used hsu 216. navy class 0. outside ambient temperature 28 degrees c. a/c hour 2,279.4 area secure and fod free at time of inspection."
25596,"adjusted blade fold switches and tightened tb-10 terminals iaw 150-300, op-checks 4.0 iaw 150-200. area secure and fod free.  "
10110,safety wired the red lock pin puller bolt and applied sealant  iaw 150-300. all checks good. area fod free and secure.
23619,serviced mrh accum to 2nd green iaw gai-000. nitrogen 1500 psi oat 22 degrees celcius. current flight hours: 1707.9. conditional required; refer to jcn by0134047 for corrective action. area secure and fod free. pema 6cksa67650.  
162,"replaced lh main landing gear brake assembly as required iaw sss 3240. ataf, apaf, aff.  "
3132,added 85 grams to quadrant 2 and 18 grams to quadrant 3 iaw: a1-h60rs-vib-200. area fod free and secure at time of inspection.  
18385,inspected lower centering socket on black blade. verified that play is within limits. no corrective actions are required iaw a1-h60ra-150-300. area fod free and secure.  
7849,removed and replaced tail rotor boot iaw: a1-h60ra-150-300. used pema s/n: 48832. area secure and fod free at time of inspection.
3199,"installed black tail rotor paddle boot bridge iaw 150-300, pema serno: 6cksa67629. area secure and fod free. refer to mcn: 00cd0d3 for fod search.  "
20158,removed and replaved aft scissor lower mount bolt iaw 150-300. area secure and fod free.  
26103,refer to mcn: 0rewgui/0rewguj for replacement of red actuator and yellow blade fold motor.  
21234,"serviced mrh accumulator to 1650 psi, fluid level is in yellow iaw 140-300. ambient temperature is 22 degrees celsius. area is clean, secure and fod free. pema s/n:6cksa67609  "
1835,installed blue blade fold limit switch iaw 150-300.  area secure and fod free.  
17112,removed and replaced forward swashplate scissors in accordance with a1-h60ra-150-300. area secure and fod free. portable electronic maintenance aid used: 4ctsa98809.  
23078,procured blue spindle dust cover refer to jcn: q40172a00 for replacement of blue spindle dust cover.  
23335,removed and replaced main rotor extension shaft inserts iaw a1-h60ra-150-300. area is secure and free of fod.
19380,refer to mcn: 2e4fv21 for full bleed and service of main rotor head accumulator.  area secure and fod free.  
1155,torqued red inboard pcl nut iaw 150-300. area secure and fod free. refer to mcn: 1gthvnl for red pcl 9-13 tq check.  
18941,"serviced mrh accumulator iaw gai-000. hyds: yellow, n2 pressure: 1450 psi, and oat 16 degrees celcius. a/c hours of 372.2. all checks good at current temperature. area secure and fod free at the time of completion.  "
16163,removed and replaced aft scissor assy iaw a1-h60ra-150-300.  area secure and fod check complete.  
7311,removed and re-installed mrh blade fold/de-ice distributor to facilitate replacement of main gear box iaw a1-h60ra-410-300. area secure and fod free at time of inspection.
25835,adjusted tail rotor magnetic pickup iaw 260-300. gap is 0.020 inches. opchecked 4.0 iaw 260-200. area fod free and secure at time of inspection.
21781,adjusted red pcr  up 2 clicks and black  pcr 13 clicks down .add weights red 75 oz and blue  add 94 oz  iaw vib-200 . area clean and fod free. fcf#02-17-002.  
20126,serviced the da iaw a1-h60sa-gai-000. used atc2 ataf.
11152,"serviced mrh accumulator to 2nd green and 1300 psi iaw gai-000. oat 30 degrees celcius. aft time 1703.9. area secure, clean and fod free. pema 6fksa75970.  "
10382,removed and reinstalled pitch beam. torque checks good iaw a1-h60ra-150-300. area secure and fod check complete. refer to mcn: 47p4mmr for pitch beam nut and 47p4mmp for otbd pcl 9-13s
3149,installed yellow blade iaw a1-h60ra-150-300. area is secure and fod free.  
861,replaced rh nlg wheel/tire assy iaw sss 3240. ataf apaf aff. used pema 67627.
7902,performed mrh vibes iaw: vib-200.  all vibrations are within limits.  area clean and fod free.  
2450,removed and reinstalled rh mlg clevis nut iaw sss 3210 ataf apaf aff. used pema 76488.  
8951,removed and replaced red droop stop iaw 150-300. area secure and fod check complete.
15124,"removed and replaced black tail rotor blade bonding jumper iaw a1-h60ra-150-300. utilized pema 7iksa26143. area clean, secure, and fod free. refer to mcn: 249vmqe  "
6296,"removed and replaced the blue tail rotor boot iaw a1-h60ra-150-300. area secure and fod free at time of inspection. refer to mcn 26xjl6o, jcn: qy0227038 for 9-13 tq checks."
24487,"adjusted main rotor head as follows:  red trim tab, down 8 mils. blue trim tab, down 18 mils. red pcr, down 11 clicks. blue pcr, up 13 clcks. iaw a1-h60rs-vib-200. area is secure and fod free. ietms #48100."
4172,no maint perform admin maf  
11422,"removed and reinstalled tail rotor paddles and tail rotor components in order to perform 9-13 hr tq check, iaw 150-300. completed fod check and area secure at time of inspection.  "
8726,installed blue and red hydraulic damper line adel clamps. iaw:a1-h60ra-150-300. area secured and fod free at time of inspection.
25712,"serviced main rotor accumulator iaw a1-h60ra-gai-000. hyds in high green, nitrogen 1650 psi at 27 degrees celcius. aircraft time 2319.7 area secure and fod free at time of inspection."
4795,removed and replaced aft scissor assy iaw 150-300. bolts and nuts are torqued and cotter keyed. area clean and fod free.  
2451,performed post phase ground vibration analysis iaw: a1-h60rs-vib-200. all ground  vibrations within limits. area secure and fod free.  
2372,replaced lh nlg tire iaw sss 3240 utilizing pema 01054 ataf apaf aff  
14572,mrh accumulator servicing not required servicing within limits. iaw mrc-000. area secured and fod free. pema s/n 6cksa67650.  
8983,removed and re-installed blue mrh blade iaw 150-300. area fod free and secured at time of inspection. sn: a237-04050  
13601,removed and replaced corroded cotter key on red damper outboard h/w iawa1-h60ra-150-300. torque check not required. area fod free and secure at time of completion.  
5302,"serviced mrh accumlulator iaw gai-000. a/c time now: 1759.5, hyd: 2nd green, n2: 1600 psi @ 28 ¿ c. area secure and fod free. pema sn: 76035"
10081,"adjusted main rotor pitch control rods as follows: yellow (down) -11, blue (up) +8, red (up) +11. adjusted trim tabs as follows: red +.003 mils, blk +.004 mils, and ylw -.005 mils. maintenance performed iaw: vib-200 and imds ground station. area secure an"
24711,saftey wired the crack open switch iaw 01-1a-8. area secure and fod free.  
12158,removed and replaced unmatched pcr bolt to pitch horn iaw afb-0299. matched new pcr bolt to pitch horn serial: f227-02844. area secured and fod free at time of inspection.  
6519,removed and replaced aft scissor sperical bearing iaw  a1-h60ra-150-300. all checks good. area fod free and secure at time of inspection.  
197,"serviced mrh accumulator to high green, 1500 psi, iaw gai-000.  oat: 30c. checks good.  area secure and fod free at time of completion.  pema sn 76844"
5019,
492,removed and replaced left hand outboard brake assembly iaw sss 3240. ataf. apaf. aff. refer to mcn: 2o8czar for sys 3 sample.
21615,all parts complete. refer to mcn: 46si9jy for installation of all 4 tr dust covers and hw. area fod free and secure at time of inspection. *** transaction code should be 12. action taken should be bravo ***  
27738,
508,serviced mrh accumulator to yellow and 1450 psi @ -2 degrees c iaw a1-h60ra-gai-000. area secure and fod check completed. ataf.  
17445,removed tip cap due to main rotor blade removal and replacement as a matched set iaw 150-300. area secure and fod free at time of inspection.  
2852,removed and replaced main rotor swashplate aft spherical bearing iaw a1-h60ra-150-300. area secured and fod free at time of inspection.  
1310,repaired hole on red tail rotor boot iaw a1-h60ra-srm-000. area fod free and secure at the time of inspection.  pema s/n: 5fkya30703.  
5507,made adjustments to the main rotor head iaw a1-h60rs-vib-200. adjustments made were up 2 on blue pcr and up 4 on red trim tab and down 7 on blue. area is secure and fod free. pema 48884  
27361,
11042,removed and replaced main rotor forward upper scissor link bolt iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
21681,adjusted mrh yellow pcr + 1 click and blue pcr +1 click iaw vib 200. area secure and fod free.  
6375,"after inspection, found correct hardware is being used.  secured adel clamp iaw 150-300.  area checks good for security.  area is fod free.  "
16951,installed mrh indexer iaw 150-300. opchecks good iaw 150-200. area fod free and secure at time of inspection.  
23124,serviced red blade to 9.5 psi using n2 bottle s/n:m0034 iaw 150-300 all checks good area fod free and secure.  
24468,r/r yellow tail rotor boot ziptie iaw 150-300. area secure and fod check completed at time of inspection.  
24434,removed and replaced all mrh bifilar washers iaw: 150-300.  area clean and fod free.  
4767,serviced tires iaw sss 1210. used pema 67330. ataf apaf aff  
20825,removed and reinstalled blue damper iaw 150-300. area fod free and secured at time of completion/.  *correction* action taken code should be 's'.  
2480,cannibalized (buno: 168239 mcn: 2mf0ekf) removed and replaced rh ob mlg single disk brake iaw sss 3240 ataf apaf aff. sys 3 ran a navy class 4 iaw navair 01-1a-17.  
3144,"removed and replaced blue elastomeric bearing iaw a1-h60ra-150-300. area is secure, clean and fod free.  "
1633,serviced blow down bottle iaw sss 3231 pema 1530 ataf apaf aff  
5325,verified tq stripe is not required on upper pcrs iaw 150-300. area secure and fod free at time of inspection.  
25397,"serviced mrh accumulator iaw a1-h60ra-gai-000. hydraulic side high high green, n2 1550 psi, temp 33  c. acft hours 1519.9. checked area secure and fod free at time of inspection.  "
2692,repaired yellow tail rotor boot iaw srm-000. area secure and fod free. pema 6fksa76289.  
11441,inspected black mrb upper centering socket play; no movement noted below 15 in-lbs of torque applied to plug mount bolts. checks good iaw 150-300. area secured and fod free at time of inspection.  
