,CORRECTIVE ACTION
22923,re-safety wired yellow damper qd iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
3200,"inspected black tail rotor boot, tear was not within limits iaw srm-000. removed and replaced tail rotor boot iaw 150-300. area fod free and secure at time of inspection.  "
207,replaced black pcr upper rod end iaw 150-300. area is clean and fod free.  
16149,added 69grams to q4 and 15grams to q1 iaw vib-200. area secure and fod free.  
9720,"adjusted red pcr -1 click, yellow pcr +3 clicks and black pcr +13 clicks iaw vib-200. area secure and fod free.  "
3857,removed and replaced nose landing gear wheel assembly iaw sss 3240 ataf apaf aff 7344  
4321,removed and replaced rh mlg drag strut actuator iaw sss3210 ataf apaf aff used pema 42568  
10575,removed and replaced main rotor head red damper inboard bearing iaw: a1-h60ra-150-300 pema: 6fksa76277 area is clean secure and fod free.  
3433, serviced tire iaw sss 1210. used pema 67331. ataf. apaf. aff.  
19856,removed and replaced blue/black tail rotor paddle iaw a1-h60ra-150-300. all checks good. area fod free and secure. refer jcn: q50080401 for adjustment of tail mag pick-up  
21983,"serviced mrh accum iaw gai-000 to 2nd green, 1650psi, 29 deg c, with current a/c hours of 2579.9. mrh accum conditional jcn: by0211270. area clean and fod check complete. pema 6fksa75793.  "
5518,removed and reinstalled mrh distributor cap in accordance with 410-300. checks good for security in accordance with 410-300. area secure and fod free at time of inspection.  op check not required due to deicing system kit removed from aircraft.
20223,repaired red tail rotor boot iaw srm-000. area fod free and secure.  
22126,inspected blue mrh spindle uppper and lower centering sockets iaw s50-300. no movement noted. area secure and fod free. pema: 6cksa67629  
368,inspected yellow blade droop stop heater iaw 150-300. replaced loose safety wired. area secure and fod free. pema: 6fksa76012.  
1520,"removed and replaced rh ib mlg tire iaw sss 3240. apaf, ataf, aff. pema 1913  "
25057,"sealed hole in black tail rotor boot iaw a1-h60ra-srm-000. area clean, secure, and fod free. pema 6fska76248.  "
13174,"removed and replaced worn hardware on black mrb tip cap iaw a1-h60ra-150-300 wp 028. area fod free, a/c secure.  "
13156,"serviced mrh accumulator iaw gai-000. hyd level: high green, n2: 1500 psi, and oat 16 deg cel. a/c hours of 2478.3. servicing checks good at current temp. area secure and fod free at the time of completion.  "
3072,"serviced mrh accumulator iaw gai-000. hyds: yellow, n2 pressure: 1550 psi and oat: 14 deg cel. time now: 3256.4. a/c has not flow 10+ hours. refer to mcn:00jd32h jcn:qg0137251 for excessive leakage conditional. all checks good at current temperature.  "
20014,removed and replaced blue blade iaw a1-h60ra-150-300. area secure and fod check complete.  
1495,serviced emergency landing gear blow down bottle in accordacne with sss:3231 ataf apaf aff.  
25447,"serviced mrh accumulator iaw gai-000. hyds:yellow, n2: 1500 psi, and oat: 10 degrees celcius. a/c hours of 2337.40. a/c has not flown 10+ hrs. refer to jcn:qg0022549 for condtional inspection. area secure and fod free at the time of completion.  "
15359,"main rotor head accumulator serviced to the second green and 1500 psi. the temp is 22 degrees celcius. there is 1,824.2 and a conditional is not required. area secure and fod free. pema 6cksa67548.  "
12616,added weight to tail rotor quadrants 1 adn 2. added 125 grams to quadrant 1 and 59 grams to quadrant 2 iaw a1-h60rs-vib-200. area secured and fod free at the time of inspection.  
12238,all ground vibes are withing limits iaw vib-200. area fod free and secure at time of inspection. refer to fcf booklet 18-705-004  
17191,replaced tail rotor boot bridge iaw 150-300. refer to mcn 1n3o1vx for qa fod search. area clean and fod free.  
8545,removed and replaced blue tail rotor bonding jumper iaw; a1-h60ra-150-300. refer to mcn 26ximrc for 9-13 torque checks. area secured and fod free at time of inspection.
18632,repaired red tail rotor paddle puncture iaw: srm-000. ietms used: 48100. area secure and fod free.  
8193,"serviced mrh to second green and 1550 psi in accordance with a1-h60ra-gai-000. aircraft hours are 1412.6. ambient outside temperature is 28 degrees celcius. area is clean, secure, and fod free. pema used: 6fksa76277."
22246,repaired magnetic pickup wiring in accordance with wcr-000. system checks good for security in accordance with 150-300. area secure and fod free at time of inspection.
20962,removed and replaced black blade tip cap as a match set due to replacement of mrh blade refer to mcn 2e4fxx8. area clean and fod free.  
8718,retorqued red damper inboard bolt iaw 150-300. a/c time now: 2677.5. refer to mcn: 1gtensx for 9-13 torque check. area secure and fod free.  
22377,removed and replaced the yellow tr boot iaw 150-300. ataf. area secured and fod free. refer to mcn: 2e4h3ig for 9-13 torque check.
3621,secured loose hardware on black main rotor blade bumper assembly iaw a1-h60ra-150-300. area fod free and secure at time of completion.
13612,re-safety wired black upper centering socket iaw 01-1a-8 and 150-300. area fod free and secure at time of inspection.  
4625,rigged lh weight on wheels switch iaw ietms sss 3210. operational check good. area fod free. pema 76610 was used.
12731,"removed and reinstalled yellow main rotor blade iaw a1-h60ra-150-300 wp-28 s/n a237-05136. pema 45. refer wa7 182440, 182442 for main rotor track and balance. tw# 54080"
7582,removed and reinstalled beanie to facilitate the mrh rig iaw: a1-h60ra-150-300. torqued bolts to 110 in lbs using torque wrench s/n: 16038338. system op cehcks good iaw: a1-h60ra-150-200. area fod free and secure. pema s/n: 76851. ***wuc should be 4112100
7884,"serviced mrh accum to 1500 psi, high green iaw gai-000 using hsu s/n: 217 (navy class: 2) n-2 wab s/n: 334 (18 degrees c oat). a/c time now: 1318.4, a/c time last serviced: 1314.5. conditional inspection required. area fod free and secure."
13283,removed and replaced main rotor swashplate iaw 150-300. area secure and fod free. refer to mcn: 00cdog1 for mrh installation. refer to mcn: 00cddsdm and 00cddsdn for ground vibes and inflight vibes. pema s/n: 6fksa76289.  
8690,removed and replaced blue mrh blade iaw 150-300. area clean and fod free.
14893,verified torque and re-safety wired black pcr upper jam nut iaw 150-300. area secured and fod free.  
8875,removed and replaced aft spherical bearing iaw a1-h60ra-150-300. area secured and fod free at the time of inspection.  
13815,replaced outboard yellow damper bearing in accordance with a1-h60ra-150-300. area secure and fod free. pems s/n: 8878.  
5050,removed and replaced right hand inboard mlg up and lock limit switch iaw ietm sss 3260  
11476," removed and replaced tail rotor slip ring in accordance with a1-h60ra-410-300. op cehcks 4.0 in accordance with a1-h60ra-410-200. pema 4gtya18049. area is clean, secure and fod free.  "
10589,serviced mrh accumulator iaw gai-000. pema s/n used 27901. area secured and fod free at time of inspection. hyd: second green nitr: 1700 oat: 27c. ac hours 545.8.  
2417,removed and replaced rh nlg tire iaw sss 3240 ataf apaf aff  
15172,removed and replaced blue main rotor head damper assy iaw a1-h60ra-150-300. a/c hours are 2318.100. area is clean secured and free of fod. pema 6667  
21082,received all parts and turned parts into maintenance control.  
9564,removed and replaced fold hinge gear iaw 150-300. area fod free and secure.
4423,performed landing emergency extend test for replacement of pneumatic reservoir in accordance with sss 3200.  
8854,"serviced main rotor accumulator iaw a1-h60ra-gai-000. pema sn 6fksa76352. area secure and fod check complete. nitrogen 1500 psi, hydraulics  2nd green. oat 8 degrees celsius. aircraft flight hours 2671.4 pema sn 6fksa76352.  "
2875,rh nlg tire replaced iaw sss3240. ataf. apaf. aff.  
5722,"removed and replaced red droop stop cam, iaw 150-300.  area secure and fod free."
1456,"replaced left hand inboard main landing gear tire iaw sss: 3240 ataf, apaf, aff. pema6  "
23571,admin installed black tip cap due to removal and replacement of black blade. area checked fod free and secure.
260,serviced mlg tires iaw sss 1210. pema used 67332. ataf apaf aff
4173,"removed and replaced lh nlg tire iaw sss 3240. ataf, apaf, aff.  "
22972,removed blue main rotor blade. area clean and fod free iaw: 150-300 pema 5fkya30791 blade placed in blade can.  
15141,serviced main rotor head accumulator to high green 1500psi at 20 celcius iaw gai-000. area secured and fod free. no conditional required. current a/c hours 2869.8. since last serviced 39.4 hours.  
9120,reinstalled lower pcr bolts iaw 150-300. ataf and area clean and fod free.
10826,performed post phase ground vibes iaw vib-200. all vibes good. area secure and fod free. used pema 4  
3053,removed main rotor shaft extension iaw 150-300 area fod free and secure. refer to jcn:q40165341 for install.  
14447,performed the following tail rotor balance adjustments: +126 grams on quad 1 and +50 grams on quad 2 iaw a1-h60rs-vib-200. area secured and fod free at time of inspection.  
26120,"removed and reinstalled tb-10 iaw a1-h60ra-410-300. refer to mcn: 249vv8v, jcn: b20122051, remove/ reinstall beanie maf for op checks. area is clean, secure and fod free. pema: 7iksa26032  "
26852,cannibalized (buno: 166546 mcn: 1xlmsae) removed and replaced yellow droop stop iaw 260-300.  ip: witnessed initial torque of spring bolt iaw 260-300. area secure and fod free.  
10996,removed and replaced blue main rotor hub upper & lower liner iaw a1-h60ra-150-300. area secure and fod free at time of inspection  
17138,inspected yellow mrh blade iaw 150-300. yellow mrh blade is within limits. area clean and fod free. refer to mcn: 00cdbq5 for sand and paint maf  
9837,bumped da up iaw gai-000.  
7204,serviced mrh accum to high green at 1550 psi oat at 15 degrees celsius iaw a1-h60ra-gai-000. a/c hours now: 129.2. area fod free and secure.  
14017,removed and replaced black blade tip cap iaw 150-300. area is secure and free of fod at time of inspection.  
6167,removed and reinstalled blue mrh damper iaw 150-300. refer to mcn 00ccwug jcn by0030241 for 9-13 hr retorque. bled and serviced mrh accumulator iaw gai-000. top of lower green and 1600 psi at 71 degrees farenheit. a/c hours: 3451.4.  affected areas are cl
26762,all parts are complete. ref to mcn:1v4zxyh for installation of red upper and lower centering socket h/w. area secure and fod free.
27594,
8054,"serviced main rotr head accumulator to iaw a1-h60ra-gai-000. hydraulic side at middle of 2nd green, 1550 psi at 25 degrees c. a/c time now: 1,310.2. area secure, clean and fod free. pema 6fksa76013. refer to jcn: b20266082 for main rotor damper system con"
1482,"leakage is within limits per ietms sss:32, 3232112fi. all checks good. ataf apaf aff  "
3119,readhered blue tail rotor blade abrasion strip in accordance with srm-000. area fod free and secure.  
8794,"removed, reshimmed, reinstalled and retorqued yellow blade lower centering socket plate iaw 150-300. all gaps within limits. area fod free and secure. pema s/n: 5lksa54016 ataf ."
9383,removed and replaced aft scissor bolt iaw 150-300. area fod free and secure. ***correction*** maf is qa required.  
14005,reset codes on afcc iaw 560-200. system checks good iaw 150-200. area secure and fod free at time of inspection.  
9287,"performed full bleed and service of mrh accumulator iaw: gai-000. serviced at 1500psi, mid high green, oat: 6c. current a/c time: 3491.2. conditional performed for damper leakage jcn: q20345198. area fod free and secure at time of inspection.  "
22065,refer to jcn: by0052a20 for yellow spindle replacement.  
15656,serviced mrh to 2nd green hydraulics and 1550 psi iaw gai-000.  ambient temp is 18 degrees celsius.  a/c time now is 744.30 flight hours.  area is secure and fod free.    
8039,replaced blue abrasion strip iaw srm-000.  all checks good.  area secure and fod free at time of inspection.  pema 76322
4351,removed and replaced r/h nlg tire iaw sss 3240. apaf ataf aff pema 4  
15263,removed and replaced fwd scissors iaw 150-300. area secure and fod free. pema 6fksa76279.  
9932,aft scissor axial play is within limits at 0.026 iaw 150-300. limit is 0.033. area secure and fod free.
14610,"re-shimmed yellow, black and red centering sockets iaw 150-300. all checked good area clean and fod free.  "
1130,removed and replaced yellow lockpin iaw 150-300. area secure and fod free. pema s/n 6111.  
24984,pin hole in black tail rotor boot is within repairable limits iaw srm-000. sealed pin hole in black tail rotor iaw srm-000. ataf. area secure and fod free at time of completion.  
575,inspected black blade iaw: srm-300 wp 8. found that blade is in limits and no repair is required. area secure and fod free.  
3753,mrh serviced to 1500 psi / high green with mil-prf-83282 iaw a1-h60ra-gai-000. ambient temp 18 degrees. area secure and fod free.
8683,re-shimmed upper aft scissor iaw 150-300. all checks good. area secure and fod free.  
13067,removed and reinstalled blue blade iaw 150-300. area secure and fod free. pema s/n: 6cksa67610.  
