,DISCREPANCY
20507,mrh accumulator low
2087,rh nose tire worn beyond limits          
4007,hole in black tail rotor boot
18353,"foward lower link rotating scissor need shimming. mrc-400, card abcd-23.5          "
27537,worn gasket on reduction gear housing on all four blades
14066,perform post phase ground vibes          
24310,mrh vibes out of limits          
9609,hole in yellow tail paddle boot.          
14391,red and blue droop stop heater to pin safety wire missing
18257,rotor brake pressure at 0 psi          
5007,found lh nlg wheel/tire assy worn beyond limitations.
24795,red hinge cam follower seized          
23461,yellow blade droop stop bearing ring has excessive play.          
15423,mrh accum hyd gauge is cracked.          
27580,remove mrb tip cap (blue) iaw enigineering dispostion 575503 rev e
6583,black deice bracket broken.
8702,ac-70.7 tail rotor pitch beam assembly mating surface corroded on non repairable area.
21211,hudraulic fluid leaking from yellow damper seal.          
971,perform ground vibe analysis.
4390,low mrh          
8284,yellow blade fold motor seized and binding. mrc-400 card 121
1755,rh nlg tire has cut in side wall
26038,"main rotor head accumulator low. reads as follows: first green, 1400. needle is currently sitting very close to the red.          "
7664,yellow hinge weight h/w installed incorrectly.
977,install right hand main landing gear outboard tire          
25821,broken safety wire on yellow bim.          
5271,inboard bearing on blue damper worn ool.
9050,worn screws on red tip cap. (card bd-95)          
7176,main rotor head vibes out of limits.
4598,rh ib mlg tire leaking from inflation valve assembly
2790,check rh and lh main landing gear and nose landing gear tire pressures and service as required          
11743,tear on black tail rotor boot.          
21164,hover is out of limits was at .364          
3352,rh nlg tire worn beyond limits.          
1938,rh ob mlg tire has multiple flat spots making it out of limits iaw navair 04-10-506.          
11029,mrh nitrogen level low; at 1200 psi          
16737,mrh low          
23974,black tail rotor boot cut ool card ac 70.3
25067,mrh hyds overserviced          
2490,"aircraft left mlg inboard, outboard tire pressures low.          "
13669,all tail rotor boot straps worn.          
10645,vh ool          
3893,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-02470;  pos cd: black          
27314,install inboard tail rotor blade.
21171,mrh low          
3596,trouble shot mlg brake system down to a bad pressure reducer valve module          
2180,main rotor head accum low          
7711,tail rotor bias out of limits.          
7111,yellow paddle boot zip tie broken
655,rh mlg tire worn beyond limits          
16172,extra gasket is needed in tail rotor brush block assembly.
3639,left hand inboard main landing gear wheel assembly has flat spot out of limits
18311,remove and replace  all lower pcr bolts due the replacement of the lower swashplate. when directed by maintenance control          
25414,main rotor head accumulator hyd level low.          
4815,right hand outboard main landing gear tire tread worn beyond limits
4623,left hand nose landing gear tire is worn beyond limits.          
16972,aft scissor bearing axial play is out of limits.
4165,left hand nlg tire axle nut safety wire broken          
10152,all 4 t/r boot's has i z/t end's that slipped from leading edge..          
13730,mrh ool          
1319,remove blue  main rotor blade tip cap assembly as directed by maintenance control          
3053,rh ob mlg tire is worn beyond limits.          
3930,all 6 tires low pressure.          
1791,rh nlg tire worn out of limits. poc cpl cady
25672,mrh black lower centering socket has play          
12147,remove red mrb tip cap for pmi induction          
6241,scir change:  26xilhw.  all spindle nuts corroded ccdd: 09jul18          
5606,fwd scissor swash plate spherical bearing play ool. ref: a1-h60ca-mrc-400 card abcd-23.4
8393,tail rotor vibe ool
18372,blue spindle corroded out of limits card 120          
21674,blue inboard damper bearing was bad during 30hr check.  refer to jcn: pq4308392 for 9-13 hour torque checks
6432,red blade fold harness bonding jumpers loose.          
27662,torque stripe not applied on black mr crush washer detent attaching bolt
1577,yellow damper reod end that meets bearing housing nut is missing snap ring. refer to jcn: qy0165476 for fod search.          
15970,mrh hyds low
1582,rh nose tire worn
26804,"red bladefold ""b"" switch routingg bracket is broken.          "
4850,worn spherical bearing on forward scissor swashplate assy. abcd-23.5.
15134,main rotor head accumulator appears to be overserviced.          
2877,left hand nose landing gear  tire out of limits.          
25698,yellow tail rotor boot torn.
4447,lgcu handle cover broken          
6715,"mrh bifilar weight bolts worn,"
24183,mrh accumulator low fluid  servicing.          
24824,mrh accum in red.          
29,rh nose tire worn beyond limits          
3778,"yellow tail rotor boot has a hole; mrc-300 card 11.12, step 5.4"
5852,all upper pcr mount bolts need to be torqued and cotter key'd.
26569,tail vibes ool          
2586,blue damper line loose at elbow.          
4946,original:  2x3xr4f.  original:  1gfd5vp.  nose static ground wire found broken
8950,d-119 blue main rotor droop stop worn.
106,main rotor head damper acumulator hydrualics
26413,tail rotor vibrations out of limits.
6767,scir change:  26xiu8o.  red droop stop spring brackets have light surface corrosion.
27380,aft scissor upper link inner and outer bearings wear out of limits
27516,scir change:  00jesqz.  red lower centering socket play out of limits
22398,perform mrh rig check
2234,both damper bearings ool          
2200,bifilars fail tq check          
14470,yellow mrh damper bleed port safety wire is installed incorrectly. requires replacement.
1636,ground vibes ool.          
313,main rotor head accumulator low. a/c time now: 61.0          
8079,hydraulic fluid leaking from red blade damper
25119,main rotor head accumulator low.          
27721,remove main rotor blade fold index drive unit.  reinistall when notified by maintenance control.
3092,fwd scissor bearing worn.          
18458,tail rotor balance out of limits          
657,left hand outboard main landing gear tire worn
1538,rh outboard mlg brake assembly ware indicator safety wire broken.          
5731,wire mesh exposed on leading edge of yellow tip cap.          
25349,yellow blade fold motor slow and sometimes unresponsive during fold and spread sequences          
319,yellow mrb zip tie loose          
8741,black spindle journal bearing zip ties need to be replaced card: abcd 23.1          
11354,blue spindle blade fold hinge gear bearing is cracked.          
6355,blue mrh damper evidence of hyd leak          
19560,mrh accumulator low          
16355,tail rotor mag pick up wire harness  broken.          
16049,mrh ground vibe ool          
16697,main rotor head accumulator hyd level low          
1573,rh nlg tire worn          
23575,abrasion strip on yellow tail paddle broken toward tip cap          
26770,yellow pcl inboard and outboard elastomeric bearings are disbonding. abcd-70.2
3662,mrh hyd side low.          
21123,red elastomeric bearing is gouged beyond limits. limit is .010 gouge at .015. card d-120.1
2160,in flight vibes out of limits.          
27760,d-121 blue main rotor blade fold acctuator has major surface corrosion and needs replaced
168,main rotor head accumilator servicing low.
20783,main rotor head bifilar weight tapered washers worn          
16906,peeling chafe strip on yellow tail paddle leading edge.          
1644,lh nlg tire outer diameter not within 1/4 inch of new nlg tire
15502,main rotor head hyd is low /line is at d in add card 47.1          
6315,main rotor head accumulator low.          
15987,mrh in-flight vibrations out of limits.          
18601,fwd mrh scissors cotter pin worn abcd-23.2          
3287,mrh level low          
12834,main rotor accum fluid low
8114,black tail paddle has two working rivets
690,main rotor head hydraulic gage is in the red.          
20964,tear showing through sealant on red tail rotor boot.          
2018,right hand outboard main landing gear tire low pressure needs servicing          
19298,discrepancy maf cut for admin purposes to document check flight requirement for r&r of yellow main rotor blade.  refer to jcn: by0249074 mcn: 00ce3f0  for complete work order.          
9001,mrh accumulator fluid level low.          
